hhsize97,yycali,pobre,mpcalif,numunder15,fatherathome,motherathome,fatherlit,motherlit,fatherschool,motherschool,fatherminprim,motherminprim,fatherminsec,motherminsec,verypoor,poor,notrich,goodatschool,cansec,canfurther,canhigh,canuni,desgirlsec,desgirlfurther,desgirlhigh,desgirluni,desboysec,desboyfurther,desboyhigh,desboyuni,breakfast,whynobreakfast,talkwithteacher,whytalkwithteacher,guardian,schoolwork,problemdiscipline,problemteachers,problemcommunication,problemteachattendance,teacherprepared,teacherfulfilled,teacherpunctual,teacherpatient,helpsibgirl,helpsibboy,helpworkgirl,helpworkboy,earnmongirl,earnmonboy,weekexp1,weekexp2,weekexp3,weekexp4,weekexp5,monthexp1,monthexp2,monthexp3,sixmonthexp1,sixmonthexp2,sixmonthexp3,sixmonthexp4,sixmonthexp5,sixmonthexp6,sixmonthexp7,sixmonthexp8,sixmonthexp9,sixmonthexp10,sixmonthexp11,sixmonthexp12,spendmoreon1,spendmoreon2,spendmoreon3,spendmoreon4,spendmoreon5,spendmoreon6,spendmoreon7,spendmoreon11,spendmoreon12,spendmoreon14,delegate,subdelegate,commissioner,commissary,devcommittee,healthcommittee,educommittee,agricommittee,DICONSA,prodcoop,church,politorga,parentassoc,commassembly,NGO,commwork,watersource,trash,allelectric,partselectric,partsewers,phone,numberpreschools,numberprimschools,numbertelesecondaria,primeactivity,secondactivity,thirdactivity,childlabor,avchildwage,ttprivsec,ttpubsec,tttelesec,ttclosestsec,ttCONALEP,ttCETA,ttCETIS,ttCEBTA,ttCEBTIS,ttprivhigh,ttpubhigh,ttclosesthigh,indloc,indice,grado,female,age97,attend97,attend98,treatment,middleschool00,somemiddleschool00,missingmiddle00,highschool,highschool03,highschool03fin,missing00,missing03
11,813.5,No Pobre,2.78,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,10,10,10,16,18,0,0,0,0,13,100,0,0,60,0,300,200,250,300,250,180,200,300,300,200,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,,,,,,,,,1,.93971,5,0,12,1,1,0,1,1,0,0,0,0,0,0
9,840.75,No Pobre,3.6,4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,1,2,2,2,1,1,2,2,1,10,10,10,10,12,12,0,0,10,30,10,20,0,0,50,50,50,50,55,100,30,20,30,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,3,1,1,1,0,0,1,1,0,1,99,99,0,0,,,,,,,,,,,,,,1.66971,5,1,12,1,1,0,,,1,,,,1,1
7,481,Pobre,4.34,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,2,1,2,2,2,2,1,1,1,1,11,11,14,14,16,18,0,0,0,0,0,50,0,0,0,0,200,200,50,150,0,100,20,50,0,100,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,5,1,0,0,0,0,1,1,0,1,99,99,0,0,,.33333334,,.33333334,,,,,,,,,0,1.73718,5,0,14,0,1,0,0,0,0,0,,,0,1
7,481,Pobre,4.34,5,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,2,1,2,2,2,2,1,1,1,1,11,11,14,14,16,18,0,0,0,0,0,50,0,0,0,0,200,200,50,150,0,100,20,50,0,100,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,5,1,0,0,0,0,1,1,0,1,99,99,0,0,,.33333334,,.33333334,,,,,,,,,0,1.73718,5,1,12,0,1,0,,,1,,,,1,1
7,777.5,No Pobre,1.32,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,10,13,13,13,13,0,30,0,0,21,70,0,0,0,0,0,0,0,0,39,115,0,0,0,10,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,99,99,0,0,,,1,1,,,,,,,,,,.36419,5,0,12,1,1,1,,,1,,0,0,1,0
5,840,No Pobre,.93,2,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,10,14,14,18,18,0,0,0,0,0,80,999,0,30,0,0,100,150,0,44,200,70,0,80,65,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,99,99,0,0,,,1,1,,,,,,,,,,.36419,5,0,12,1,1,1,1,1,0,0,0,0,0,0
8,587,Pobre,4.5,6,1,1,1,0,1,1,1,0,0,0,1,1,1,,0,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,10,10,12,15,16,0,12,0,0,0,40,10,0,70,0,100,100,40,0,50,50,0,0,40,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,5,1,0,1,0,1,1,1,0,1,99,99,0,0,,.25,,.25,,,,,1,,.25,.25,,.15498,5,1,14,1,0,0,,,1,,0,0,1,0
4,1206,No Pobre,.4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,,1,1,1,2,1,1,1,1,1,1,8,8,8,9,16,16,0,150,0,0,40,999,0,0,9999,0,400,0,0,0,300,0,0,160,120,130,1,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2,0,1,0,1,1,1,0,1,3,99,0,0,.66666669,,,.66666669,.66666669,,,,,,,,0,.35025,5,1,13,1,1,1,0,0,0,1,1,1,0,0
9,745.75,Pobre,3,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,8,2,2,2,1,1,1,1,10,10,10,10,13,13,0,0,0,0,20,40,0,0,0,0,0,0,0,49,40,20,0,0,20,60,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,2,0,1,0,1,1,1,0,1,3,99,0,0,.66666669,,,.66666669,.66666669,,,,,,,,0,.35025,5,1,13,1,1,1,1,1,0,0,0,0,0,0
9,582,Pobre,4.46,7,1,1,1,1,1,1,0,1,0,0,1,1,1,,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2,2,2,2,1,1,1,1,10,10,11,12,15,15,0,24,0,0,0,200,35,20,80,0,50,155,0,0,43,45,0,0,50,60,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,5,1,0,1,0,1,1,1,0,1,99,99,0,0,,.25,,.25,,,,,1,,.25,.25,,.15498,5,1,12,1,0,0,,,1,,0,0,1,0
7,803.5,No Pobre,2.94,5,0,1,,1,,1,,0,,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,0,,2,1,2,2,2,2,1,1,1,1,7,7,9,9,15,15,0,0,0,0,13,28,0,0,0,0,0,0,0,0,40,0,0,0,100,15,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,3,99,1,15,,,.33333299,.33333299,,,,,,,,,1,.75492,5,1,13,1,1,1,0,0,0,0,1,1,0,0
6,765,No Pobre,2.11,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,0,,2,2,2,2,2,2,1,1,1,1,8,8,8,8,14,14,0,0,0,0,9,48,0,0,60,0,0,0,0,0,0,0,22,23,110,15,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,1,0,1,0,1,1,1,1,1,3,99,1,15,,,.33333299,.33333299,,,,,,,,,1,.75492,5,1,13,1,1,1,0,0,0,1,0,0,0,0
4,691,Pobre,2.01,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,0,,2,1,1,2,2,2,1,1,1,1,8,8,12,14,20,17,0,15,0,0,0,50,0,0,50,0,0,70,15,10,0,35,10,15,200,100,1,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,0,0,,0,0,1,0,1,99,99,0,0,.2,.2,.13333334,.13333334,.66666669,.66666669,.66666669,.66666669,.66666669,,.2,.2,0,1.04076,5,0,12,1,1,0,1,1,0,1,1,1,0,0
9,665,Pobre,3.87,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,2,1,2,1,1,2,1,8,8,10,10,13,13,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,1,1,1,0,1,1,1,0,1,99,99,1,20,,,.33333299,.33333299,,,,,,,1.25,1.25,0,1.41141,5,0,13,0,1,0,0,0,0,0,,,0,1
7,626,Pobre,4,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,0,,2,1,1,2,2,2,1,1,1,1,7,7,12,12,19,19,0,60,0,0,0,100,0,0,100,0,100,0,80,50,190,0,20,20,300,150,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,0,0,,0,0,1,0,1,99,99,0,0,.2,.2,.13333334,.13333334,.66666669,.66666669,.66666669,.66666669,.66666669,,.2,.2,0,1.04076,5,1,12,1,1,0,0,1,0,0,,,0,1
5,818.5,No Pobre,2.35,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,13,12,14,13,17,13,0,50,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,70,20,1,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,1,99,99,0,0,.5,.5,.5,.5,,,,,,.5,.5,.5,0,.57851,5,0,12,1,1,0,1,1,0,1,,,0,1
4,681,Pobre,1.05,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,8,2,2,2,1,1,1,1,6,6,10,10,16,16,0,0,0,0,10,200,0,0,0,0,0,0,0,0,0,0,0,0,50,30,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,0,1,0,0,1,1,0,1,99,99,0,0,,,.5,.5,1,,,,1,2,,2,,-.45173,4,0,12,1,1,0,,,1,,,,1,1
10,467,Pobre,1.86,4,1,0,1,,1,,0,,0,,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,6,7,8,8,15,8,0,30,0,0,0,40,300,140,0,0,300,250,0,0,125,200,0,0,400,70,2,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,1,1,1,0,1,99,99,0,0,,.5,,.5,,,,,,,.33333334,.33333334,,.04794,5,0,14,0,1,1,,,1,,,,1,1
10,716,No Pobre,2.05,4,1,1,1,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,1,1,2,1,1,2,1,1,10,10,,15,14,14,0,20,0,0,30,150,30,15,450,0,0,50,200,0,100,100,0,0,0,10,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,1,1,1,0,1,99,99,0,0,,.5,,.5,,,,,,,.33333334,.33333334,,.04794,5,1,14,0,0,1,0,0,0,0,,,0,1
5,525,Pobre,3.52,3,1,1,1,1,1,1,0,0,0,0,1,1,1,,0,0,0,0,1,1,1,0,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,12,13,15,15,20,0,10,0,0,0,0,30,0,40,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,0,1,3,99,0,0,,,.33333299,.33333299,,,,,,,,,0,-.47771,4,1,14,0,0,0,0,0,0,0,1,0,0,0
12,702,Pobre,4.55,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,2,2,1,1,1,1,1,12,14,14,14,17,15,0,0,0,0,0,50,350,50,500,150,200,200,150,150,100,100,50,120,50,100,1,0,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,2,0,1,0,1,1,1,0,1,2,99,1,15,,,1,1,,,,,,,1,1,0,.21184,5,1,12,1,1,1,0,0,0,0,,,0,1
6,854,No Pobre,1.77,3,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,1,1,1,1,1,1,10,10,11,11,12,13,0,0,0,0,10,100,0,0,300,0,300,300,200,400,200,300,300,200,0,6,0,1,0,0,3,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,2,0,1,0,1,1,1,0,1,2,99,1,15,,,1,1,,,,,,,1,1,0,.21184,5,0,14,0,0,1,0,0,0,0,,,0,1
7,603,Pobre,4.23,4,1,1,0,0,0,0,0,0,0,0,1,1,1,,0,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,10,7,7,15,15,0,0,0,0,20,40,0,0,120,0,130,200,100,150,28,28,17,35,30,25,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,99,99,0,0,4,1,,1,.33333299,,,2.5,,,6,6,1,2.21773,5,1,14,0,0,1,0,0,0,0,,,0,1
11,712,Pobre,3.67,4,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,,1,1,1,1,2,1,2,1,8,1,1,1,12,7,13,16,20,18,0,20,0,0,20,80,5,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,3,0,0,0,0,1,2,0,1,99,99,0,0,,1.5,,1.5,,,,,,,4.5,4.5,1,1.19153,5,1,12,1,1,1,0,0,0,0,0,0,0,0
5,746,Pobre,3.4,3,1,1,1,1,1,1,0,1,0,0,0,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,15,6,3,0,0,280,0,28,0,20,80,40,0,20,50,0,20,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,3,0,0,0,0,1,2,0,1,99,99,0,0,,1.5,,1.5,,,,,,,4.5,4.5,1,1.19153,5,1,11,1,,1,0,0,0,0,,,0,1
4,745,Pobre,2.74,1,0,0,,,,,,,,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,1,2,1,8,1,2,1,2,1,2,1,8,8,10,10,15,15,0,10,0,0,0,30,10,50,0,0,35,0,0,0,20,0,22,0,50,50,1,0,0,0,0,2,0,3,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,3,0,0,0,0,1,2,0,1,99,99,0,0,,1.5,,1.5,,,,,,,4.5,4.5,1,1.19153,5,1,13,1,1,1,0,0,0,0,,,0,1
7,598,Pobre,4.4,4,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,7,10,15,15,16,16,0,0,0,0,15,40,0,0,0,0,200,200,50,0,30,90,30,0,150,20,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,0,1,1,0,4,1,3,1,10,,,,,,,,,,,,,1,.74346,5,0,13,1,1,1,0,0,0,0,,,0,1
8,554,Pobre,5.17,6,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,0,,1,1,2,2,2,8,1,1,1,1,7,7,12,12,15,15,0,0,0,0,15,70,100,50,400,0,150,300,80,100,40,220,40,70,150,75,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,0,1,1,0,4,1,3,1,10,,,,,,,,,,,,,1,.74346,5,0,11,1,1,1,0,0,0,0,,,0,1
7,718,No Pobre,4.48,5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,,1,2,1,1,2,2,2,1,1,2,2,1,8,8,10,10,18,18,0,0,0,20,18,120,0,0,200,0,300,150,200,250,100,100,80,150,150,135,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,1,0,1,0,0,1,1,0,4,1,3,1,10,,,,,,,,,,,,,1,.74346,5,1,12,1,1,1,0,0,0,0,0,0,0,0
8,597,Pobre,3.91,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,2,1,2,1,1,2,1,1,,,12,12,18,18,0,0,0,0,0,44,0,0,0,0,200,100,150,150,100,100,52,52,0,30,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,1,0,1,99,99,0,0,,.66666669,.66666669,.66666669,,,,,,,.66666669,.66666669,1,1.31946,5,1,11,1,1,1,0,1,0,0,1,0,0,0
7,579,Pobre,4.97,5,0,1,,0,,0,,0,,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,2,2,2,1,1,2,1,1,10,10,10,10,18,18,0,20,0,0,17,39,43,0,170,0,95,80,90,0,95,95,36,0,145,120,1,0,2,0,0,0,0,3,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,1,1,0,0,1,1,1,1,99,99,0,0,,,,,,,,,,,,,1,.31647,5,1,12,1,1,0,,,1,,,,1,1
7,892.5,No Pobre,3.02,3,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,2,2,2,1,1,2,2,1,15,15,18,18,18,18,0,20,0,20,10,60,140,60,300,0,150,150,180,180,190,90,45,60,90,100,1,0,3,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,2,2,1,1,0,0,1,1,1,1,99,99,0,0,,,,,,,,,,,,,1,.31647,5,0,14,0,0,0,,,1,,,,1,1
4,774,No Pobre,2.51,2,1,1,1,1,1,1,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,1,1,0,0,1,,1,2,2,1,1,2,2,2,1,1,1,1,10,10,10,10,15,15,0,50,0,0,0,35,0,0,100,0,0,100,50,0,0,200,50,70,60,50,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,2,1,1,1,0,1,1,3,0,1,99,99,1,,,,,,,,,,,,,,0,.83362,5,0,12,1,0,0,0,0,0,0,,,0,1
6,744,Pobre,2.63,4,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,0,,2,1,1,1,2,2,1,1,1,1,10,10,13,13,18,18,0,0,0,0,0,150,0,0,0,0,80,60,80,100,20,30,30,0,32,50,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,2,1,1,1,0,1,1,3,0,1,99,99,1,,,,,,,,,,,,,,0,.83362,5,1,13,0,1,0,0,0,0,0,,,0,1
10,783.33,No Pobre,4.71,5,0,1,,1,,1,,1,,0,0,0,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,2,1,1,2,2,2,1,1,1,1,6,6,2,12,15,15,0,0,0,0,0,50,0,0,200,0,0,0,0,0,150,150,60,0,300,100,1,3,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,1,0,1,2,99,0,0,,.58333331,,.58333331,,,,,,,.5,.5,0,-.04193,4,0,12,1,,1,,,1,,1,1,1,0
7,723.5,Pobre,2.68,3,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,11,11,13,13,17,18,0,0,0,0,0,30,0,0,30,0,15,20,40,0,15,15,0,0,0,10,1,0,2,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,1,0,1,2,99,0,0,,.58333331,,.58333331,,,,,,,.5,.5,0,-.04193,4,1,12,1,1,1,0,0,0,0,0,0,0,0
9,642.5,Pobre,4.2,5,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,1,1,10,10,11,11,15,18,0,15,0,0,8,80,72,0,120,0,96,126,0,0,60,100,20,40,150,110,2,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,1,0,1,2,99,0,0,,.58333331,,.58333331,,,,,,,.5,.5,0,-.04193,4,1,13,0,1,1,,,1,,0,0,1,0
7,718.33,Pobre,3.55,5,0,1,,1,,1,,1,,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,2,1,1,2,2,2,1,1,1,1,8,8,12,12,15,15,0,10,0,0,10,100,0,0,300,60,150,50,0,0,0,0,30,0,50,30,1,0,0,3,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,1,0,1,2,99,0,0,,.58333331,,.58333331,,,,,,,.5,.5,0,-.04193,4,0,13,0,1,1,0,1,0,0,0,0,0,0
5,804.5,No Pobre,2.66,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,2,1,1,2,2,2,1,1,1,1,8,8,12,12,18,18,0,30,0,0,10,80,0,0,300,0,0,100,150,80,100,1000,30,50,100,50,3,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,1,0,1,2,99,0,0,,.58333331,,.58333331,,,,,,,.5,.5,0,-.04193,4,0,11,1,1,1,,,1,,,,1,1
13,736,Pobre,3.76,4,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,0,,2,1,2,2,2,2,1,1,1,1,17,17,17,17,17,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,1,12,1,1,0,1,1,0,0,0,0,0,0
13,736,Pobre,3.76,4,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,0,,2,1,2,2,2,2,1,1,1,1,17,17,17,17,17,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,0,11,1,1,0,0,0,0,0,1,0,0,0
9,631,Pobre,4.3,3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,2,1,1,2,1,2,1,1,1,1,,16,,6,,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,50,50,1,3,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,0,14,1,1,0,,,1,,0,0,1,0
7,624,Pobre,2.42,4,1,0,1,,1,,1,,0,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,2,1,1,1,1,1,8,8,12,12,20,18,0,0,0,0,30,60,0,0,0,0,300,90,0,0,180,75,75,0,90,400,1,0,2,0,0,0,0,0,3,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,1,12,1,1,0,0,1,0,0,1,1,0,0
5,1138,No Pobre,.72,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,,1,1,1,1,2,2,1,2,1,1,1,1,15,10,10,10,15,15,0,50,0,0,30,100,50,0,500,150,200,300,0,0,60,150,150,150,200,200,2,0,0,0,0,0,3,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,0,12,1,1,0,,,1,,1,1,1,0
7,599,Pobre,4.5,5,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,2,2,1,1,1,1,8,8,13,8,11,11,75,0,0,0,0,80,0,0,20,0,0,0,0,0,91,0,0,0,90,70,2,0,1,0,0,3,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,1,11,0,1,0,0,0,0,0,1,0,0,0
7,904,No Pobre,1.05,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,2,1,1,1,1,15,15,12,12,18,18,10,0,0,0,15,80,600,300,0,0,300,0,0,0,450,0,0,0,300,90,1,0,3,0,0,0,0,2,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,6,1,1,1,0,0,1,3,1,1,99,99,0,0,,.25,,.25,,,.25,,,,.41666666,.41666666,,-.08816,4,1,11,1,1,0,0,0,0,0,1,0,0,0
9,699,Pobre,3.73,4,1,1,1,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,2,2,0,1,0,0,1,2,0,1,99,99,0,0,,,.5,.5,,,,,,,.75,.75,0,.21974,5,0,12,1,,1,0,1,0,0,1,1,0,0
