hhsize97,yycali,pobre,mpcalif,numunder15,fatherathome,motherathome,fatherlit,motherlit,fatherschool,motherschool,fatherminprim,motherminprim,fatherminsec,motherminsec,verypoor,poor,notrich,goodatschool,cansec,canfurther,canhigh,canuni,desgirlsec,desgirlfurther,desgirlhigh,desgirluni,desboysec,desboyfurther,desboyhigh,desboyuni,breakfast,whynobreakfast,talkwithteacher,whytalkwithteacher,guardian,schoolwork,problemdiscipline,problemteachers,problemcommunication,problemteachattendance,teacherprepared,teacherfulfilled,teacherpunctual,teacherpatient,helpsibgirl,helpsibboy,helpworkgirl,helpworkboy,earnmongirl,earnmonboy,weekexp1,weekexp2,weekexp3,weekexp4,weekexp5,monthexp1,monthexp2,monthexp3,sixmonthexp1,sixmonthexp2,sixmonthexp3,sixmonthexp4,sixmonthexp5,sixmonthexp6,sixmonthexp7,sixmonthexp8,sixmonthexp9,sixmonthexp10,sixmonthexp11,sixmonthexp12,spendmoreon1,spendmoreon2,spendmoreon3,spendmoreon4,spendmoreon5,spendmoreon6,spendmoreon7,spendmoreon11,spendmoreon12,spendmoreon14,delegate,subdelegate,commissioner,commissary,devcommittee,healthcommittee,educommittee,agricommittee,DICONSA,prodcoop,church,politorga,parentassoc,commassembly,NGO,commwork,watersource,trash,allelectric,partselectric,partsewers,phone,numberpreschools,numberprimschools,numbertelesecondaria,primeactivity,secondactivity,thirdactivity,childlabor,avchildwage,ttprivsec,ttpubsec,tttelesec,ttclosestsec,ttCONALEP,ttCETA,ttCETIS,ttCEBTA,ttCEBTIS,ttprivhigh,ttpubhigh,ttclosesthigh,indloc,indice,grado,female,age97,attend97,attend98,treatment,middleschool00,somemiddleschool00,missingmiddle00,highschool,highschool03,highschool03fin,missing00,missing03
7,747,No Pobre,1.95,5,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,2,1,2,2,2,2,1,1,1,1,11,11,14,14,18,18,0,0,0,0,8,35,0,0,27,0,0,0,0,0,20,50,0,0,10,15,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,0,0,1,99,99,0,0,,,,,,,,,,,,,1,1.0127,5,0,13,1,1,0,0,1,0,0,0,0,0,0
8,660.48,Pobre,4.43,6,1,1,1,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,8,8,8,16,16,0,30,0,0,10,80,0,0,80,50,50,180,50,80,50,200,25,30,8000,20,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,1,1,0,0,1,99,99,0,0,,,,,,,,,,,,,1,1.0127,5,0,14,1,,0,,,1,,0,0,1,0
9,556,Pobre,3.27,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,1,2,2,2,1,1,1,1,7,8,10,12,15,17,0,30,0,2,20,90,25,25,300,150,30,100,100,50,100,50,100,100,50,100,2,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,0,12,1,1,1,1,1,0,1,,,0,1
9,688,Pobre,5.07,6,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,1,1,7,6,12,12,16,18,0,15,0,0,20,60,0,0,400,60,250,250,350,350,100,1000,70,75,30,100,0,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,1,11,1,1,1,0,1,0,0,,,0,1
3,832,No Pobre,1.66,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,1,1,4,,14,,18,18,0,50,0,0,20,150,0,0,200,0,180,0,200,300,75,0,125,125,50,50,3,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,1,12,1,1,1,0,1,0,0,0,0,0,0
3,745,Pobre,2.53,1,1,1,1,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,12,12,18,18,0,0,0,0,50,300,100,25,300,0,150,0,200,250,150,0,200,250,50,50,0,1,3,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,1,14,1,,1,1,1,0,1,1,1,0,0
6,588.04,Pobre,3.69,3,1,1,1,0,1,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,3,1,2,2,2,2,1,1,1,1,8,8,10,10,13,12,0,0,0,0,10,20,0,0,50,0,60,100,60,0,50,100,45,0,30,20,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,0,14,1,0,1,0,1,0,0,0,0,0,0
7,588,Pobre,3.39,4,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,0,0,0,1,1,1,0,1,1,1,0,1,,0,,1,1,2,2,2,2,1,1,1,1,8,8,9,9,18,18,0,0,0,30,50,300,0,0,500,0,250,250,100,300,200,200,200,300,100,50,1,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,0,12,1,,1,0,1,0,0,,,0,1
5,538,Pobre,4.29,4,0,1,,0,,0,,0,,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,,1,1,2,2,2,2,2,2,1,1,1,1,6,6,10,10,17,17,0,0,0,0,20,50,20,0,350,40,300,200,300,0,100,150,40,0,50,20,3,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,1,0,1,99,99,1,15,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8333334,1.5,,1.62161,5,0,13,1,1,1,1,1,0,1,0,0,0,0
6,617.5,Pobre,3.88,2,0,0,,,,,,,,,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,,1,1,1,1,2,1,2,1,1,1,1,1,8,8,10,10,10,10,0,0,0,0,80,60,70,0,200,200,0,250,200,100,0,75,0,100,300,150,1,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,1,99,99,1,15,.033333335,2.5,,.033333335,2.5,2.5,2.5,2.5,2.5,2.5,1,1,,.97964,5,0,13,1,1,1,0,0,0,0,1,0,0,0
10,652.71,Pobre,5.45,7,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,,1,2,1,1,1,2,1,2,1,1,1,1,6,6,7,6,14,15,0,0,0,0,0,30,300,90,10,0,50,20,0,0,70,40,0,35,40,18,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,1,99,99,1,15,.033333335,2.5,,.033333335,2.5,2.5,2.5,2.5,2.5,2.5,1,1,,.97964,5,1,14,1,1,1,0,1,0,0,0,0,0,0
6,735.97,Pobre,4.3,4,1,0,1,,1,,0,,0,,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,5,5,6,6,15,12,0,0,0,20,45,72,0,0,50,0,0,250,45,80,36,66,22,48,32,15,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,1,99,99,1,15,.033333335,2.5,,.033333335,2.5,2.5,2.5,2.5,2.5,2.5,1,1,,.97964,5,0,14,1,1,1,1,1,0,1,1,1,0,0
9,657.4,Pobre,5.49,7,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,11,10,14,12,0,30,18,0,100,140,0,0,300,90,300,150,250,300,120,40,25,35,150,80,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,1,99,99,1,15,.033333335,2.5,,.033333335,2.5,2.5,2.5,2.5,2.5,2.5,1,1,,.97964,5,1,13,1,1,1,1,1,0,0,1,0,0,0
13,627.33,Pobre,6.09,8,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,10,10,16,16,0,30,0,0,30,70,0,0,100,60,160,150,80,90,100,100,60,100,180,50,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,99,99,0,0,,,,,,,,,,,,,1,1.54485,5,1,11,0,1,0,0,0,0,,,,1,1
7,731.5,Pobre,4.08,4,0,1,,1,,1,,1,,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,1,2,2,2,1,1,1,1,6,6,7,7,12,12,0,0,0,0,25,60,15,10,60,10,120,80,0,0,40,25,0,0,240,30,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,1,99,99,1,15,.033333335,2.5,,.033333335,2.5,2.5,2.5,2.5,2.5,2.5,1,1,,.97964,5,1,12,1,1,1,,,1,,,,1,1
5,707.5,Pobre,3.24,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,,,,,0,4,0,,2,2,1,1,1,2,1,1,1,1,5,5,8,8,,15,0,10,0,0,3,20,0,0,0,0,30,0,20,35,30,0,15,12,8,0,1,0,3,2,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,99,99,1,20,.66666669,.83333331,.66666669,.66666669,,,,,,.66666669,,.66666669,1,1.71424,5,1,12,0,1,1,,,1,,,,1,1
6,692,Pobre,4.01,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,6,1,1,1,1,1,2,2,2,1,2,1,1,10,10,12,12,18,18,15,100,0,0,17,48,100,100,10,0,60,200,120,130,20,90,30,48,60,0,1,0,0,0,2,3,0,0,0,0,,,,,,,,,,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,99,99,1,20,.66666669,.83333331,.66666669,.66666669,,,,,,.66666669,,.66666669,1,1.71424,5,0,14,1,1,1,1,1,0,0,0,0,0,0
9,624.5,Pobre,4.99,7,1,1,1,0,1,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,2,2,2,2,2,2,1,1,1,1,10,9,10,10,15,15,0,10,0,20,10,30,50,0,50,0,40,0,0,0,40,0,40,20,60,6,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3,0,1,0,0,1,1,0,1,99,99,1,10,,,,,,,,,,,,,1,2.00419,5,1,12,0,0,0,0,0,0,0,0,0,0,0
3,632,Pobre,3.01,1,0,1,,0,,0,,0,,0,1,1,1,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12,12,15,15,18,18,0,0,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,2,3,0,0,0,0,1,1,0,1,99,99,0,0,,2,,2,,,3,,,,3.1666667,3.1666667,,1.81275,5,1,14,0,0,1,,,1,,,,1,1
7,560.62,Pobre,3.21,3,0,1,,1,,1,,1,,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,10,12,10,14,14,0,0,0,0,21,30,0,0,50,0,70,75,28,0,60,50,0,0,60,20,0,0,3,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,1,3,0,1,2,9,1,20,,.5,.5,.5,,,,,,,,,1,1.46484,5,1,13,1,1,0,,,1,,0,0,1,0
7,580,Pobre,3.29,4,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,1,2,2,2,1,1,1,1,10,10,12,10,16,16,0,0,0,0,20,0,50,0,50,0,300,300,100,150,150,150,40,50,200,0,0,0,0,0,1,2,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,1,3,0,1,2,9,1,20,,.5,.5,.5,,,,,,,,,1,1.46484,5,0,12,1,1,0,1,1,0,0,,,0,1
6,590,Pobre,3.47,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,2,1,2,2,1,1,1,1,10,12,6,9,14,15,0,0,0,0,19,50,14,0,0,0,150,0,0,0,60,20,0,100,50,30,1,0,2,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,1,1,0,0,1,3,0,1,2,9,1,20,,.5,.5,.5,,,,,,,,,1,1.46484,5,1,13,1,1,0,,,1,,0,0,1,0
8,761,No Pobre,4.04,6,1,1,1,1,1,1,0,0,0,0,0,0,1,,0,0,0,0,1,0,0,0,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,1,1,1,7,8,10,8,13,10,0,0,0,0,15,40,80,25,100,0,200,45,0,0,150,40,35,0,170,80,1,0,0,0,0,0,0,2,3,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,2,1,0,0,0,0,1,1,0,1,99,99,0,0,,,1,1,,2.25,,,,,1.5,1.5,0,1.08442,5,1,13,0,0,1,0,0,0,0,,,0,1
5,820,No Pobre,2.95,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,1,1,11,11,15,15,18,18,0,0,0,0,18,80,0,0,0,0,0,0,0,0,0,45,0,0,50,20,1,0,0,0,2,0,0,0,0,3,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,2,1,0,0,0,0,1,1,0,1,99,99,0,0,,,1,1,,2.25,,,,,1.5,1.5,0,1.08442,5,0,12,1,1,1,0,0,0,,0,0,1,0
9,621.5,Pobre,4.49,6,0,1,,0,,0,,0,,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,2,1,2,2,2,2,1,1,1,1,10,10,10,10,15,15,0,50,0,0,20,50,0,0,0,0,0,500,200,9999,0,400,300,9999,100,50,1,0,0,0,0,0,0,2,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,3,1,1,0,0,1,1,0,1,99,99,0,0,,,1,1,,,,,,,1,1,0,.25183,5,0,12,1,1,1,,,1,,0,0,1,0
4,749,Pobre,1.5,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,10,8,8,14,14,0,0,0,0,5,18,0,0,0,0,0,0,0,0,75,75,0,0,0,0,1,0,3,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,3,1,1,0,0,1,1,0,1,99,99,0,0,,,1,1,,,,,,,1,1,0,.25183,5,1,11,1,1,1,0,1,0,0,,,0,1
8,549,Pobre,4.18,5,1,1,1,1,1,1,0,0,0,0,1,1,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,9,10,9,20,10,0,0,0,0,12,50,320,120,250,0,100,100,0,0,60,120,0,100,50,50,1,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,3,0,0,0,0,1,1,0,1,99,99,1,20,,2.5,,2.5,,,,,3,,,,0,.37284,5,1,14,1,,1,0,0,0,0,,,0,1
8,549,Pobre,4.18,5,1,1,1,1,1,1,0,0,0,0,1,1,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,9,10,9,20,10,0,0,0,0,12,50,320,120,250,0,100,100,0,0,60,120,0,100,50,50,1,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,3,0,0,0,0,1,1,0,1,99,99,1,20,,2.5,,2.5,,,,,3,,,,0,.37284,5,0,13,0,0,1,0,0,0,0,,,0,1
8,997,No Pobre,.82,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,6,6,12,12,0,0,0,0,30,80,0,0,30,0,0,250,0,0,0,30,0,0,300,0,1,0,3,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,14,1,1,1,,,1,,,,1,1
8,997,No Pobre,.82,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,6,6,12,12,0,0,0,0,30,80,0,0,30,0,0,250,0,0,0,30,0,0,300,0,1,0,3,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,12,1,1,1,,,1,,,,1,1
7,821,No Pobre,2.3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,10,10,10,15,15,0,0,0,0,0,120,0,0,0,0,300,300,300,0,120,120,30,0,150,50,1,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,12,1,1,1,1,1,0,1,0,0,0,0
7,741,Pobre,2.65,4,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,2,1,1,1,1,1,2,1,1,1,,10,10,10,16,16,0,0,0,0,10,50,290,30,0,0,400,0,0,150,450,300,0,50,300,350,0,1,0,0,2,0,0,3,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,11,1,1,1,1,1,0,1,1,1,0,0
7,806.5,No Pobre,2.5,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,8,8,10,10,17,17,0,0,0,0,0,0,500,100,0,0,50,70,50,40,20,200,50,0,200,100,1,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,13,1,1,1,1,1,0,0,0,0,0,0
5,845.5,No Pobre,2.27,3,1,1,1,1,0,1,0,1,0,1,0,0,0,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,2,7,7,12,12,18,18,30,12,0,0,0,200,50,0,400,0,300,0,200,0,300,0,0,0,400,300,0,2,0,0,0,0,0,0,3,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,12,1,1,1,0,0,0,1,1,1,0,0
6,616,Pobre,3.27,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,1,1,1,1,1,1,1,9,10,7,8,18,18,0,10,0,0,50,200,0,0,5000,0,1000,0,300,200,600,0,80,180,300,160,2,3,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,11,1,1,1,0,1,0,0,1,0,0,0
6,876,No Pobre,2.13,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,1,1,12,14,8,10,15,15,0,0,0,8,10,70,0,0,3,20,25,25,0,60,25,0,25,0,80,50,1,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,11,1,1,1,0,0,0,,1,1,1,0
8,875,No Pobre,2.62,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,10,9,10,15,15,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,80,50,1,0,3,0,2,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,14,1,1,1,0,1,0,0,,,0,1
5,865,No Pobre,1.84,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,11,12,12,18,15,0,15,0,0,25,80,0,0,0,0,120,150,100,150,120,80,85,180,200,100,1,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,12,1,1,1,1,1,0,1,1,1,0,0
6,825,No Pobre,1.97,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,10,15,17,17,17,0,24,0,0,15,140,0,0,300,0,0,200,400,0,0,400,50,50,50,0,3,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,14,1,1,1,1,1,0,0,0,0,0,0
3,798,No Pobre,2.05,1,0,1,,1,,1,,0,,0,0,0,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,8,8,15,15,0,0,0,0,0,100,0,0,20,0,400,0,0,0,100,0,0,0,300,100,1,0,2,0,0,0,0,0,3,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,13,1,,1,,,1,,,,1,1
7,862.76,No Pobre,2.9,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,8,8,15,15,0,15,0,0,15,60,0,0,0,0,0,0,0,420,0,320,0,52,350,210,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,13,1,1,1,,,1,,,,1,1
6,748,Pobre,2.07,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,0,,1,2,2,2,2,2,1,1,1,1,8,8,12,12,15,15,12,16,0,0,60,30,0,0,0,50,0,30,0,0,0,0,0,80,15,80,1,0,0,0,0,0,0,0,2,3,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,12,1,1,1,1,1,0,1,0,0,0,0
8,820,No Pobre,3.27,4,1,1,1,1,1,1,0,0,0,0,0,0,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,15,15,12,18,15,15,0,10,0,0,30,300,0,0,600,0,1000,0,200,200,300,300,300,200,600,0,1,0,2,3,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,12,1,,1,1,1,0,0,0,0,0,0
8,1118,No Pobre,1.66,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,8,8,1,1,1,1,1,1,7,8,10,10,14,14,0,0,0,0,10,90,100,100,60,0,0,0,0,0,0,0,0,0,20,30,1,0,2,0,0,0,0,3,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,1,13,1,1,1,1,1,0,0,,,0,1
7,775,No Pobre,2.55,5,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,1,2,2,1,1,1,1,1,10,12,9,11,15,15,0,10,0,0,10,80,0,0,0,0,0,560,0,0,0,400,0,0,650,140,2,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,99,99,1,30,,,.33333299,.33333299,,,,,,,.5,.5,0,-.37694,4,0,12,1,1,1,1,1,0,0,1,1,0,0
