hhsize97,yycali,pobre,mpcalif,vilcount,vilcountpoor,numunder15,rightagetotal,rightageshare,rightagepoortotal,rightagepoorshare,rightageattend97total,rightageattend97share,rightageattend97poortotal,rightageattend97poorshare,fatherathome,motherathome,fatherlit,motherlit,fatherschool,motherschool,minprimtotal,minprimtotal15to20,minprimtotal21to30,minprimshare,minprimshare15to20,minprimshare21to30,minprimtotalpoor,minprimtotal15to20poor,minprimtotal21to30poor,minprimsharepoor,minprimshare15to20poor,minprimshare21to30poor,fatherminprim,motherminprim,minsectotal,minsectotal15to20,minsectotal21to30,minsecshare,minsecshare15to20,minsecshare21to30,minsectotalpoor,minsectotal15to20poor,minsectotal21to30poor,minsecsharepoor,minsecshare15to20poor,minsecshare21to30poor,fatherminsec,motherminsec,minhightotal,minhightotal15to20,minhightotal21to30,minhighshare,minhighshare15to20,minhighshare21to30,minhightotalpoor,minhightotal15to20poor,minhightotal21to30poor,minhighsharepoor,minhighshare15to20poor,minhighshare21to30poor,verypoor,poor,notrich,goodatschool,cansec,canfurther,canhigh,canuni,desgirlsec,desgirlfurther,desgirlhigh,desgirluni,desboysec,desboyfurther,desboyhigh,desboyuni,breakfast,whynobreakfast,talkwithteacher,whytalkwithteacher,guardian,schoolwork,problemdiscipline,problemteachers,problemcommunication,problemteachattendance,teacherprepared,teacherfulfilled,teacherpunctual,teacherpatient,helpsibgirl,helpsibboy,helpworkgirl,helpworkboy,earnmongirl,earnmonboy,weekexp1,weekexp2,weekexp3,weekexp4,weekexp5,monthexp1,monthexp2,monthexp3,sixmonthexp1,sixmonthexp2,sixmonthexp3,sixmonthexp4,sixmonthexp5,sixmonthexp6,sixmonthexp7,sixmonthexp8,sixmonthexp9,sixmonthexp10,sixmonthexp11,sixmonthexp12,spendmoreon1,spendmoreon2,spendmoreon3,spendmoreon4,spendmoreon5,spendmoreon6,spendmoreon7,spendmoreon11,spendmoreon12,spendmoreon14,pcexp,lnpcexp,delegate,subdelegate,commissioner,commissary,devcommittee,healthcommittee,educommittee,agricommittee,DICONSA,prodcoop,church,politorga,parentassoc,commassembly,NGO,commwork,watersource,trash,allelectric,partselectric,partsewers,phone,numberpreschools,numberprimschools,numbertelesecondaria,primeactivity,secondactivity,thirdactivity,childlabor,avchildwage,ttprivsec,ttpubsec,tttelesec,ttclosestsec,ttCONALEP,ttCETA,ttCETIS,ttCEBTA,ttCEBTIS,ttprivhigh,ttpubhigh,ttclosesthigh,indloc,indice,grado,female,age97,attend97,attend98,treatment,highschool,highschool03,highschool03fin,moneyreason,otherreason,missing03
8,770,No Pobre,2.38,488,264,4,11,.022540983,4,.015151516,6,.012295082,1,.0037878789,1,1,1,1,1,1,154,154,154,.31557378,2.231884,2.6551723,66,66,66,.25,1.7837838,3.1428571,0,1,66,66,66,.1352459,.95652175,1.137931,26,26,26,.098484851,.7027027,1.2380953,0,0,5,5,5,.010245902,.072463766,.086206898,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,7,7,7,19,15,0,30,0,0,0,70,0,0,400,0,250,150,100,150,120,150,40,80,200,200,1,2,0,0,3,0,0,0,0,0,164.06868,5.1002851,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,2,1,1,0,0,1,1,0,1,99,99,0,0,.16666667,.16666667,.16666667,.16666667,,,,,,4.1666665,4.1666665,4.1666665,0,.15558,5,1,12,1,1,0,0,0,0,0,1,0
4,713,Pobre,1.63,206,146,1,9,.043689322,8,.05479452,4,.019417476,3,.020547945,1,1,1,1,1,1,78,78,78,.37864077,2.4375,2.7857144,47,47,47,.3219178,2.6111112,2.7647059,1,0,36,36,36,.17475729,1.125,1.2857143,15,15,15,.10273973,.83333331,.88235295,0,0,3,3,3,.014563107,.09375,.10714286,1,1,1,.006849315,.055555556,.05882353,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,9,6,18,15,0,40,0,0,0,60,0,0,300,0,150,150,120,150,120,100,25,100,130,180,1,0,0,0,2,0,3,0,0,0,291.1124,5.6737094,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,5,3,1,1,0,1,1,1,0,1,99,99,1,15,,,.5,.5,,2.25,,.75,,1.5,,1.5,1,.54422,5,0,12,1,1,0,1,1,1,0,0,0
9,749.5,Pobre,3.78,206,146,5,9,.043689322,8,.05479452,4,.019417476,3,.020547945,1,1,1,1,1,1,78,78,78,.37864077,2.4375,2.7857144,47,47,47,.3219178,2.6111112,2.7647059,1,1,36,36,36,.17475729,1.125,1.2857143,15,15,15,.10273973,.83333331,.88235295,0,0,3,3,3,.014563107,.09375,.10714286,1,1,1,.006849315,.055555556,.05882353,0,1,1,,0,0,0,0,1,1,1,0,1,1,0,0,1,,1,1,2,1,2,2,1,1,1,1,1,1,10,10,12,12,18,15,0,0,0,0,0,50,0,0,0,50,0,0,0,0,100,20,70,120,0,50,1,0,2,0,0,0,0,0,0,3,237.4317,5.4698801,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,5,3,1,1,0,1,1,1,0,1,99,99,1,15,,,.5,.5,,2.25,,.75,,1.5,,1.5,1,.54422,5,0,12,1,,0,1,1,1,0,0,0
6,606,Pobre,3.35,135,77,3,7,.05185185,5,.064935066,6,.044444446,4,.051948052,1,1,1,1,1,1,51,51,51,.37777779,3.4000001,2.55,24,24,24,.3116883,3.4285715,2.1818182,0,0,13,13,13,.096296296,.86666667,.64999998,7,7,7,.090909094,1,.63636363,0,0,1,1,1,.0074074073,.06666667,.050000001,1,1,1,.012987013,.14285715,.090909094,1,1,1,,0,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,8,8,8,10,10,18,15,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,300,70,0,100,200,1,3,2,0,0,0,0,0,0,0,313.73538,5.7485499,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,99,99,1,15,,.33333334,.16666667,.16666667,,,,,,,.33333334,.33333334,,.79016,5,0,13,1,,0,1,1,1,0,0,0
9,558,Pobre,3.59,135,77,7,7,.05185185,5,.064935066,6,.044444446,4,.051948052,1,1,1,1,1,1,51,51,51,.37777779,3.4000001,2.55,24,24,24,.3116883,3.4285715,2.1818182,0,0,13,13,13,.096296296,.86666667,.64999998,7,7,7,.090909094,1,.63636363,0,0,1,1,1,.0074074073,.06666667,.050000001,1,1,1,.012987013,.14285715,.090909094,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,10,10,10,10,15,10,0,75,0,0,10,30,0,0,0,0,150,0,0,0,30,0,30,0,200,100,1,0,2,0,0,0,0,3,0,0,455.63687,6.121696,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,99,99,1,15,,.33333334,.16666667,.16666667,,,,,,,.33333334,.33333334,,.79016,5,1,12,1,1,0,1,0,0,0,0,0
3,848.5,No Pobre,2.41,135,77,1,7,.05185185,5,.064935066,6,.044444446,4,.051948052,1,1,1,1,1,1,51,51,51,.37777779,3.4000001,2.55,24,24,24,.3116883,3.4285715,2.1818182,0,0,13,13,13,.096296296,.86666667,.64999998,7,7,7,.090909094,1,.63636363,0,0,1,1,1,.0074074073,.06666667,.050000001,1,1,1,.012987013,.14285715,.090909094,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,0,,2,1,2,2,2,2,1,1,1,1,10,10,12,12,18,14,20,0,0,0,10,40,0,0,0,0,0,300,200,100,0,150,40,80,80,30,1,2,0,0,0,0,0,0,3,0,172.09601,5.1480527,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,99,99,1,15,,.33333334,.16666667,.16666667,,,,,,,.33333334,.33333334,,.79016,5,0,13,1,1,0,0,1,0,0,1,0
6,748,Pobre,2.49,135,77,3,7,.05185185,5,.064935066,6,.044444446,4,.051948052,1,1,1,0,1,1,51,51,51,.37777779,3.4000001,2.55,24,24,24,.3116883,3.4285715,2.1818182,1,0,13,13,13,.096296296,.86666667,.64999998,7,7,7,.090909094,1,.63636363,0,0,1,1,1,.0074074073,.06666667,.050000001,1,1,1,.012987013,.14285715,.090909094,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,1,1,8,8,8,18,15,15,0,10,0,0,0,35,0,0,0,50,50,40,0,0,40,0,30,0,20,30,3,1,2,0,0,0,0,0,0,0,215.45125,5.3727345,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,99,99,1,15,,.33333334,.16666667,.16666667,,,,,,,.33333334,.33333334,,.79016,5,0,14,1,1,0,1,1,0,0,0,0
7,724.33,Pobre,2.99,236,129,3,4,.016949153,4,.031007752,3,.012711864,3,.023255814,1,1,1,0,1,0,73,73,73,.30932203,2.28125,2.1470587,38,38,38,.29457363,2.2352941,2,0,0,25,25,25,.10593221,.78125,.7352941,12,12,12,.093023255,.70588237,.63157892,0,0,2,2,2,.0084745763,.0625,.05882353,1,1,1,.007751938,.05882353,.052631579,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,2,2,1,1,1,1,8,8,11,11,18,18,0,0,0,0,20,100,200,0,1000,0,0,500,150,200,150,150,50,100,100,150,1,2,3,0,0,0,0,0,0,0,254.25354,5.538332,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,99,99,1,15,,,1.5,1.5,,,,,,,1.5,1.5,,.64645,5,0,13,1,1,1,0,0,0,1,0,0
7,848.5,No Pobre,1.39,642,333,4,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,1,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,12,12,15,15,0,20,0,50,0,40,0,0,0,0,100,100,30,100,70,70,0,0,80,60,2,1,3,0,0,0,0,0,0,0,155.2394,5.0449686,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,11,1,1,0,1,1,1,0,0,0
3,855.5,No Pobre,2.36,642,333,0,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,0,0,0,0,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,0,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,12,12,15,15,0,0,0,0,0,30,0,0,0,0,0,70,20,0,0,50,0,0,40,20,1,0,2,0,0,0,0,0,3,0,232.49414,5.4488649,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,15,1,1,0,1,1,1,0,0,0
7,889.5,No Pobre,1.1,642,333,4,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,1,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,8,10,9,18,18,0,20,0,0,0,30,0,0,80,300,200,300,400,150,180,100,70,180,400,100,1,0,2,0,0,0,0,0,3,0,204.35991,5.3198829,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,1,11,1,1,0,0,1,1,0,1,0
6,794,No Pobre,2.64,642,333,2,17,.026479751,9,.027027028,13,.020249221,6,.018018018,0,1,,1,,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,,1,2,2,1,2,2,2,2,1,1,1,1,8,8,10,8,18,15,0,50,0,0,0,30,0,0,35,0,150,200,300,80,130,150,200,200,150,50,1,0,2,0,0,0,0,0,3,0,94.036522,4.5436831,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,1,12,1,1,0,0,1,1,0,1,0
9,720,Pobre,2.72,642,333,5,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,0,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,0,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,6,6,10,7,18,12,0,20,0,0,0,60,0,0,150,0,300,300,180,200,120,150,0,80,100,50,1,2,0,0,0,0,0,0,0,3,164.53163,5.1031027,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,1,12,1,1,0,1,,,0,0,1
6,757,No Pobre,3.25,642,333,4,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,1,1,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,8,9,8,18,15,0,0,0,0,0,60,0,0,150,100,150,200,100,180,160,150,30,120,130,50,1,2,0,0,0,0,0,0,0,3,126.75644,4.8422675,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,1,13,1,1,0,0,1,0,0,1,0
7,855.33,No Pobre,3.1,642,333,5,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,0,1,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,,1,2,1,1,2,2,2,2,1,1,1,1,7,7,10,8,18,15,0,50,0,0,15,70,300,100,300,0,200,200,150,180,200,250,30,80,350,150,1,2,0,0,0,0,0,0,0,3,197.81479,5.2873311,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,1,13,1,1,0,1,1,1,0,0,0
9,1017,No Pobre,.99,642,333,4,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,1,1,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,,0,,2,1,2,2,2,2,1,1,1,1,8,8,8,8,15,15,0,50,30,0,20,100,100,0,150,0,100,250,70,85,75,160,125,200,150,40,2,0,1,0,0,0,0,0,0,3,142.84552,4.9617639,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,12,1,1,0,0,0,0,1,0,0
5,900,No Pobre,1.17,642,333,3,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,0,1,0,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,0,1,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,6,6,10,10,18,18,0,0,8,20,50,50,0,0,200,150,100,90,80,100,150,90,50,120,250,60,0,2,1,0,0,0,0,0,0,3,169.13246,5.130682,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,12,1,1,0,0,0,0,0,1,0
8,613,Pobre,3.43,642,333,5,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,0,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,0,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,8,8,12,12,15,15,0,0,0,0,18,50,0,0,50,8,200,0,0,0,250,100,20,110,100,40,1,0,2,0,3,0,0,0,0,0,114.9279,4.7443051,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,12,1,1,0,1,1,1,0,0,0
5,808.67,No Pobre,1.97,642,333,1,17,.026479751,9,.027027028,13,.020249221,6,.018018018,0,1,,1,,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,,0,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,12,12,14,14,18,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,26,0,60,24,1,2,3,0,0,0,0,0,0,0,272.90982,5.6091413,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,12,1,1,0,0,,,1,0,1
4,1007,No Pobre,.22,642,333,2,17,.026479751,9,.027027028,13,.020249221,6,.018018018,1,1,1,1,1,1,210,210,210,.32710281,2.3595505,2.5925925,86,86,86,.25825825,2.9655173,1.8297873,1,1,70,70,70,.10903427,.78651685,.86419755,21,21,21,.063063063,.7241379,.44680852,1,0,1,1,1,.0015576323,.011235955,.012345679,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,1,2,2,2,2,1,1,1,1,12,12,14,14,14,14,0,50,0,0,0,160,100,0,0,0,100,100,150,150,100,150,0,0,150,24,1,0,2,0,0,0,0,0,0,3,474.47226,6.1622033,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,2,1,1,,1,1,1,1,1,99,99,0,0,,,.33333299,.33333299,1,1,1,1,1,,,,0,.65042,5,0,11,1,1,0,1,1,1,0,0,0
10,644,Pobre,4.73,236,129,6,4,.016949153,4,.031007752,3,.012711864,3,.023255814,1,1,1,0,1,1,73,73,73,.30932203,2.28125,2.1470587,38,38,38,.29457363,2.2352941,2,0,0,25,25,25,.10593221,.78125,.7352941,12,12,12,.093023255,.70588237,.63157892,0,0,2,2,2,.0084745763,.0625,.05882353,1,1,1,.007751938,.05882353,.052631579,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,3,1,1,2,1,2,2,2,2,1,1,1,1,8,8,10,10,16,16,0,0,0,0,0,120,200,40,0,0,0,0,0,0,0,0,0,0,120,50,0,0,0,0,0,0,0,0,0,1,165.27997,5.1076407,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,99,99,1,15,,,1.5,1.5,,,,,,,1.5,1.5,,.64645,5,0,13,1,1,1,0,0,0,0,1,0
9,732,Pobre,3.29,236,129,5,4,.016949153,4,.031007752,3,.012711864,3,.023255814,1,1,1,1,1,1,73,73,73,.30932203,2.28125,2.1470587,38,38,38,.29457363,2.2352941,2,0,0,25,25,25,.10593221,.78125,.7352941,12,12,12,.093023255,.70588237,.63157892,0,0,2,2,2,.0084745763,.0625,.05882353,1,1,1,.007751938,.05882353,.052631579,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,2,1,2,2,2,2,1,1,1,1,10,12,14,16,18,16,0,0,0,0,0,80,200,50,0,0,0,0,0,0,75,75,0,0,100,0,3,0,1,0,0,0,0,2,0,0,290.74469,5.6724453,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,99,99,1,15,,,1.5,1.5,,,,,,,1.5,1.5,,.64645,5,0,11,1,1,1,0,1,0,0,1,0
5,798.5,No Pobre,2.57,496,253,2,10,.02016129,4,.015810277,10,.02016129,4,.015810277,1,1,1,1,1,1,151,151,151,.30443549,2.5593221,2.359375,69,69,69,.27272728,2.5555556,2.3,0,0,57,57,57,.11491936,.96610171,.890625,19,19,19,.075098813,.7037037,.63333333,0,0,3,3,3,.0060483869,.050847456,.046875,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,10,10,15,15,0,0,0,0,0,70,0,0,0,0,40,170,0,0,45,60,45,0,40,30,2,0,3,0,0,0,0,0,0,1,157.67856,5.0605583,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,1,1,1,1,1,1,0,1,99,99,1,20,,,,,,,,,,,,,0,.4344,5,0,12,1,1,1,0,0,0,0,1,0
7,1027,No Pobre,2.38,496,253,2,10,.02016129,4,.015810277,10,.02016129,4,.015810277,1,1,1,1,1,1,151,151,151,.30443549,2.5593221,2.359375,69,69,69,.27272728,2.5555556,2.3,0,1,57,57,57,.11491936,.96610171,.890625,19,19,19,.075098813,.7037037,.63333333,0,0,3,3,3,.0060483869,.050847456,.046875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,10,10,12,12,15,15,0,30,0,0,16,70,0,0,200,0,0,200,250,150,0,150,100,170,70,180,1,0,0,3,0,0,0,0,0,2,162.07457,5.0880566,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,1,1,1,1,1,1,0,1,99,99,1,20,,,,,,,,,,,,,0,.4344,5,0,14,1,1,1,0,0,0,1,0,0
4,729,Pobre,2.48,496,253,1,10,.02016129,4,.015810277,10,.02016129,4,.015810277,1,1,1,0,1,0,151,151,151,.30443549,2.5593221,2.359375,69,69,69,.27272728,2.5555556,2.3,0,0,57,57,57,.11491936,.96610171,.890625,19,19,19,.075098813,.7037037,.63333333,0,0,3,3,3,.0060483869,.050847456,.046875,0,0,0,0,0,0,0,1,1,,0,0,0,0,1,0,0,0,1,0,0,0,1,,1,2,1,1,2,2,2,2,1,1,1,1,8,,10,14,14,15,0,0,0,0,0,150,0,0,80,0,100,0,80,80,40,0,40,90,70,0,1,0,0,0,0,2,3,0,0,0,203.07085,5.3135548,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,1,1,1,1,1,1,0,1,99,99,1,20,,,,,,,,,,,,,0,.4344,5,1,14,1,,1,0,0,0,1,0,0
5,796.5,No Pobre,2.24,496,253,3,10,.02016129,4,.015810277,10,.02016129,4,.015810277,1,1,1,1,1,1,151,151,151,.30443549,2.5593221,2.359375,69,69,69,.27272728,2.5555556,2.3,1,1,57,57,57,.11491936,.96610171,.890625,19,19,19,.075098813,.7037037,.63333333,0,0,3,3,3,.0060483869,.050847456,.046875,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,2,2,2,1,1,1,1,6,6,6,6,18,18,0,0,0,0,0,50,0,0,5,0,150,0,0,0,130,70,35,0,0,150,1,0,0,0,0,0,0,0,2,3,167.39999,5.1203861,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,1,1,1,1,1,1,0,1,99,99,1,20,,,,,,,,,,,,,0,.4344,5,1,12,1,1,1,0,,,1,0,1
7,593,Pobre,3.81,496,253,4,10,.02016129,4,.015810277,10,.02016129,4,.015810277,1,1,1,1,1,1,151,151,151,.30443549,2.5593221,2.359375,69,69,69,.27272728,2.5555556,2.3,0,0,57,57,57,.11491936,.96610171,.890625,19,19,19,.075098813,.7037037,.63333333,0,0,3,3,3,.0060483869,.050847456,.046875,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,1,1,1,1,1,1,2,1,1,1,1,8,8,11,11,16,15,0,0,0,0,0,80,0,0,0,0,32,240,18,9999,0,340,225,0,9999,200,2,3,0,0,0,0,0,1,0,0,66.838409,4.2022781,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,1,1,1,1,1,1,0,1,99,99,1,20,,,,,,,,,,,,,0,.4344,5,0,13,1,1,1,0,0,0,1,0,0
8,678,Pobre,4.24,496,253,3,10,.02016129,4,.015810277,10,.02016129,4,.015810277,1,1,0,0,0,0,151,151,151,.30443549,2.5593221,2.359375,69,69,69,.27272728,2.5555556,2.3,0,0,57,57,57,.11491936,.96610171,.890625,19,19,19,.075098813,.7037037,.63333333,0,0,3,3,3,.0060483869,.050847456,.046875,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,,1,1,1,1,2,2,2,2,1,1,1,1,8,8,10,10,15,15,0,0,0,0,0,60,0,0,0,0,55,60,0,0,125,90,15,40,0,25,1,0,2,0,0,0,0,0,0,3,96.934135,4.5740318,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,1,1,1,1,1,1,0,1,99,99,1,20,,,,,,,,,,,,,0,.4344,5,1,11,1,1,1,0,,,1,0,1
